
78310. Place: Zamość, Year: 1748  
205492. Place: -, Year: 1619
74248. Place: -, Year: -
153594. Place: Lipsk, Year: 1712
194676. Place: Toruń, Year: 1712
82200. Place: Londyn, Year: 1815
189846. Place: -, Year: -
204271. Place: Lwów, Year: 1682
104614. Place: Warszawa, Year: 1866
99251. Place: -, Year: -
192879. Place: Lwów, Year: 1785
179385. Place: -, Year: 1781
19101. Place: -, Year: -
174045. Place: -, Year: 1636
143482. Place: Kalisz, Year: 1684
216945. Place: Gdańsk, Year: 1684
98060. Place: -, Year: -
112889. Place: -, Year: 1509
80383. Place: Lwów, Year: 1886
169156. Place: -, Year: -
201145. Place: Warszawa, Year: 1793
51599. Place: -, Year: -
99984. Place: Warszawa, Year: 1891
57770. Place: -, Year: -
162470. Place: -, Year: 1749
90952. Place: Lipsk, Year: 1899
156821. Place: Lwów, Year: 1788
186409. Place: Rzym, Year: 1675
91193. Place: -, Year: -
102639. Place: Kraków, Year: 1888
64387. Place: -, Year: -
57634. Place: Norymberga, Year: 1599
198763. Place: -, Year: 1573
132153. Place: -, Year: -
48470. Place: -, Year: -
150945. Place: -, Year: -
133500. Place: Wilno, Year: 1799
93572. Place: -, Year: -
90845. Place: Warszawa, Year: 1800
46450. Place: -, Year: -
191442. Place: Lwów, Year: 1760
22833. Place: Kraków, Year: 1893  
77742. Place: -, Year: -  
108394. Place: -, Year: -  
77696. Place: -, Year: 1791  
176344. Place: -, Year: 1735  
34219. Place: Wiedeń, Year: 1881  
73077. Place: -, Year: -  
215352. Place: -, Year: 1789  
91168. Place: Warszawa, Year: 1896  
10777. Place: Kraków, Year: 1838  
109032. Place: Toruń, Year: 1718  
153654. Place: Kraków, Year: 1731  
209755. Place: -, Year: -  
222371. Place: -, Year: -  
187673. Place: Poznań, Year: 1770  
15672. Place: -, Year: -  
61897. Place: Montpellier, Year: 1843  
190035. Place: -, Year: -  
111817. Place: Warszawa, Year: 1899  
75329. Place: -, Year: -  
58448. Place: -, Year: -  
158433. Place: -, Year: -  
183401. Place: Warszawa, Year: 1789  
95220. Place: Poznań, Year: 1893  
166034. Place: Kraków, Year: 1784  
50942. Place: Poznań, Year: 1872  
42067. Place: Grudziądz, Year: 1895  
206696. Place: Gdańsk, Year: 1723  
17947. Place: -, Year: -  
58623. Place: -, Year: -  
219545. Place: -, Year: -  
146066. Place: Warszawa, Year: 1679  
203052. Place: -, Year: -  
7654. Place: Warszawa, Year: 1889  
169925. Place: -, Year: -  
33713. Place: -, Year: -  
55966. Place: -, Year: -  
156278. Place: Kraków, Year: 1763  
184888. Place: Wilno, Year: 1739  
216306. Place: -, Year: -  
213497. Place: -, Year: -  
96038. Place: Warszawa, Year: 1803  
162477. Place: -, Year: -  
132814. Place: -, Year: -  
198980. Place: -, Year: -  
155277. Place: -, Year: 1704  
63822. Place: Wilno, Year: 1836  
107257. Place: -, Year: -  
180339. Place: Warszawa, Year: 1792  
192529. Place: -, Year: 1702
209080. Place: Kraków, Year: 1681  
11887. Place: Warszawa, Year: 1888  
182042. Place: Kraków, Year: 1781  
152440. Place: Wilno, Year: 1777  
46436. Place: -, Year: -  
11020. Place: Göttingen, Year: 1875  
58274. Place: Kraków, Year: 1865  
34155. Place: -, Year: -  
216391. Place: Brzeg, Year: 1799  
46720. Place: -, Year: -  
88297. Place: -, Year: -  
107214. Place: -, Year: -  
209633. Place: Wilno, Year: 1750  
47912. Place: -, Year: -  
39865. Place: Kraków, Year: 1877  
124760. Place: -, Year: -  
125695. Place: -, Year: -  
42429. Place: Ende, Year: 1832  
52425. Place: -, Year: -  
114744. Place: -, Year: -  
204123. Place: -, Year: -  
133231. Place: -, Year: -  
116714. Place: -, Year: -  
95823. Place: -, Year: -  
81221. Place: Paryż, Year: 1861  
125162. Place: -, Year: 1784  
196469. Place: -, Year: -  
50531. Place: Warszawa, Year: 1862  
193125. Place: Toruń, Year: 1740  
178386. Place: -, Year: 1747  
90848. Place: -, Year: -  
114890. Place: -, Year: -  
71752. Place: -, Year: -  
115469. Place: Brzeg, Year: 1681  
160662. Place: -, Year: 1645  
205791. Place: Warszawa, Year: 1752  
102815. Place: -, Year: -  
143761. Place: -, Year: 1776  
178172. Place: -, Year: -  
218383. Place: -, Year: -  
194547. Place: Kraków, Year: -  
4568. Place: Berlin, Year: 1899  
193609. Place: -, Year: -  
10214. Place: Warszawa, Year: 1852  
109369. Place: Leszno, Year: 1648  
216453. Place: -, Year: -  
218067. Place: -, Year: -  
45787. Place: -, Year: -  
221155. Place: -, Year: -  
146969. Place: -, Year: 1791
20248. Place: Cieszyn, Year: 1884
67248. Place: Berlin, Year: 1843
196890. Place: -, Year: -
56417. Place: -, Year: -
109838. Place: -, Year: -
111630. Place: -, Year: -
94646. Place: Wrocław, Year: 1848
42084. Place: -, Year: -
87016. Place: Lwów, Year: -
51179. Place: -, Year: -
21808. Place: Lwów, Year: 1893
123854. Place: -, Year: -
65145. Place: Wrocław, Year: 1846
211731. Place: -, Year: 1736
216324. Place: Gdańsk, Year: 1671
219926. Place: -, Year: -
209480. Place: Kraków, Year: 1632
71103. Place: Freiburg, Year: 1887
146655. Place: Kraków, Year: -
77625. Place: Wilno, Year: 1779
15883. Place: Poznań, Year: 1897
47204. Place: Metz, Year: 1850
108049. Place: -, Year: 1860
158199. Place: -, Year: 1729
53263. Place: -, Year: -
109473. Place: -, Year: -
19681. Place: Łowicz, Year: 1776
101199. Place: -, Year: -
186877. Place: -, Year: 1735
1538. Place: Poznań, Year: 1727
170029. Place: -, Year: 1764
107343. Place: Warszawa, Year: 1887
150186. Place: Kraków, Year: 1634
182510. Place: Wiedeń, Year: 1514
203145. Place: Gdańsk, Year: 1652
166958. Place: -, Year: 1790
197406. Place: -, Year: -
154010. Place: -, Year: -
18946. Place: -, Year: -
199348. Place: -, Year: -
160999. Place: -, Year: -
208797. Place: Schlichtingsheim, Year: 1731
99892. Place: -, Year: -
77157. Place: Kraków, Year: 1620
19376. Place: -, Year: -
167744. Place: Antwerpia, Year: 1659
159785. Place: -, Year: -
148951. Place: -, Year: -
148613. Place: Gdańsk, Year: 1756
153200. Place: -, Year: -
69071. Place: Lwów, Year: 1848  
63760. Place: -, Year: -  
17216. Place: Stuttgart, Year: 1881  
179488. Place: -, Year: -  
131066. Place: Kraków, Year: 1566  
68427. Place: Kraków, Year: 1852  
199597. Place: Iaroslaviae, Year: 1622  
140410. Place: Kraków, Year: 1731  
193890. Place: -, Year: -  
50433. Place: Ryga, Year: 1700  
36422. Place: Lwów, Year: 1839  
44649. Place: -, Year: -  
125522. Place: -, Year: -  
113072. Place: Praga, Year: 1864  
91334. Place: Wilno, Year: 1881  
47258. Place: Paryż, Year: 1815  
142491. Place: Norymberga, Year: -  
205184. Place: -, Year: -  
152087. Place: -, Year: 1646  
168475. Place: Warszawa, Year: -  
64854. Place: Kraków, Year: 1871  
48924. Place: Warszawa, Year: 1891  
39746. Place: -, Year: -  
49631. Place: Witebsk, Year: 1702  
11259. Place: Poznań, Year: 1872  
105515. Place: -, Year: -  
132500. Place: Wilno, Year: 1651  
223006. Place: -, Year: -  
24572. Place: -, Year: -  
61147. Place: -, Year: -  
52055. Place: Kraków, Year: 1869  
114674. Place: -, Year: -  
52455. Place: -, Year: -  
153498. Place: -, Year: -  
34678. Place: Kraków, Year: 1898  
92268. Place: Toruń, Year: 1827  
177371. Place: -, Year: -  
180224. Place: Warszawa, Year: 1790  
75591. Place: Kraków, Year: -  
12433. Place: Kraków, Year: -  
168130. Place: -, Year: 1652  
17935. Place: Regiomonti, Year: 1658  
190364. Place: -, Year: -  
141274. Place: -, Year: -  
60912. Place: Kraków, Year: 1816  
218442. Place: -, Year: -  
38674. Place: -, Year: -  
100361. Place: Milwaukee, Year: 1883  
19353. Place: -, Year: -  
194567. Place: Bazyleja, Year: 1557
50223. Place: Bochnia, Year: 1868
185149. Place: -, Year: -
209561. Place: Kraków, Year: 1674
20072. Place: Warszawa, Year: 1815
185635. Place: -, Year: -
8592. Place: Warszawa, Year: 1811
91086. Place: -, Year: -
154018. Place: -, Year: -
112380. Place: Brunszwik, Year: 1624
21198. Place: Lwów, Year: 1869
133242. Place: -, Year: -
178350. Place: -, Year: -
178654. Place: Warszawa, Year: 1789
149823. Place: Wilno, Year: 1782
82290. Place: Poznań, Year: 1872
30152. Place: -, Year: -
176698. Place: Wilno, Year: 1742
82358. Place: -, Year: 1810
111643. Place: Lwów, Year: 1890
38697. Place: -, Year: -
55669. Place: -, Year: -
48724. Place: -, Year: -
75088. Place: Szczecin, Year: 1813
9150. Place: Lwów, Year: 1881
181648. Place: -, Year: -
54251. Place: -, Year: -
40233. Place: Kraków, Year: 1876
77222. Place: Berlin, Year: 1898
93938. Place: -, Year: -
160837. Place: Gdańsk, Year: 1656
151558. Place: Warszawa, Year: 1744
42717. Place: -, Year: -
23731. Place: Kraków, Year: 1890
11108. Place: Berlin, Year: 1859
150346. Place: -, Year: 1700
20105. Place: Chełmno, Year: 1867
8114. Place: Gryfice, Year: 1824
59708. Place: Lwów, Year: 1887
11545. Place: Gryfice, Year: 1867
164998. Place: -, Year: -
108155. Place: Płock, Year: 1900
38934. Place: Warszawa, Year: -
20781. Place: Warszawa, Year: 1825
61895. Place: -, Year: -
138999. Place: -, Year: -
35559. Place: Warszawa, Year: 1887
75872. Place: -, Year: -
91267. Place: -, Year: -
56648. Place: -, Year: -
42910. Place: Kraków, Year: 1897
129641. Place: -, Year: -
162533. Place: -, Year: -
2836. Place: -, Year: 1796
59828. Place: Warszawa, Year: 1645
32085. Place: -, Year: -
49264. Place: Kolonia, Year: 1610
47437. Place: Wilno, Year: 1824
148922. Place: Bazylea, Year: 1556
41229. Place: Warszawa, Year: 1894
26872. Place: -, Year: -
151729. Place: -, Year: 1697
9691. Place: Berlin, Year: 1838
44237. Place: Warszawa, Year: 1788
175305. Place: -, Year: -
100988. Place: Kijów, Year: 1859
78866. Place: -, Year: -
87403. Place: Berlin, Year: 1864
96661. Place: -, Year: -
141992. Place: -, Year: -
74276. Place: -, Year: -
128827. Place: Gdańsk, Year: 1668
76881. Place: -, Year: 1652
181133. Place: -, Year: 1791
180790. Place: -, Year: -
51778. Place: -, Year: -
115407. Place: -, Year: -
162468. Place: -, Year: 1743
67416. Place: Lwów, Year: 1886
46419. Place: Paryż, Year: 1833
119710. Place: Lipsk, Year: 1734
183039. Place: -, Year: -
171014. Place: -, Year: -
117649. Place: Kraków, Year: 1629
100861. Place: Toruń, Year: 1879
148729. Place: -, Year: -
85653. Place: Lwów, Year: 1856
155194. Place: Gdańsk, Year: 1646
203602. Place: -, Year: -
66709. Place: -, Year: 1820
126572. Place: -, Year: 1762
96124. Place: Kraków, Year: 1899
221167. Place: -, Year: 1799
180353. Place: -, Year: 1667
114643. Place: -, Year: -
215424. Place: Wilno, Year: 1773
146745. Place: Brunszwik, Year: 1593
100645. Place: Poczajów, Year: 1801
43359. Place: Wilno, Year: 1856
57795. Place: -, Year: -
156134. Place: -, Year: -
72063. Place: Lwów, Year: 1896
679. Place: Gdańsk, Year: 1657
167249. Place: -, Year: -
21845. Place: Troyes, Year: 1900
147893. Place: Kalisz, Year: 1682
191243. Place: Wrocław, Year: 1783
66856. Place: Stargard, Year: 1831
210291. Place: -, Year: -
11688. Place: Warszawa, Year: 1883
24796. Place: Wilno, Year: 1830
145970. Place: -, Year: -
58083. Place: -, Year: -
141473. Place: Gdańsk, Year: 1650
163186. Place: -, Year: -
36160. Place: Lwów, Year: 1869
3128. Place: -, Year: 1896
14710. Place: Petersburg, Year: 1839
132200. Place: -, Year: -
165776. Place: -, Year: -
69389. Place: Tarnów, Year: 1880
50062. Place: Kraków, Year: 1545
104305. Place: Warszawa, Year: 1880
161047. Place: -, Year: -
160821. Place: -, Year: 1643
169895. Place: Kraków, Year: 1659
1311. Place: Warszawa, Year: 1849
41353. Place: -, Year: 1873
139941. Place: Wilno, Year: 1775
210487. Place: Warszawa, Year: 1725
138517. Place: -, Year: -
47550. Place: -, Year: -
92923. Place: -, Year: -
183830. Place: -, Year: -
59083. Place: -, Year: -
41321. Place: Kraków, Year: 1893
59964. Place: -, Year: -
74585. Place: Warszawa, Year: 1859
115741. Place: -, Year: 1600
25074. Place: Wilno, Year: -
141713. Place: Kraków, Year: 1590
29927. Place: -, Year: -
11406. Place: -, Year: -
42149. Place: -, Year: -
168514. Place: Lwów, Year: 1788
139009. Place: -, Year: 1772
26464. Place: Kraków, Year: 1873
217280. Place: -, Year: 1653
71185. Place: -, Year: -
80823. Place: Warszawa, Year: 1839  
83440. Place: Królewiec, Year: 1857  
158175. Place: -, Year: -  
171085. Place: -, Year: -  
158622. Place: Warszawa, Year: 1758  
72449. Place: -, Year: -  
97577. Place: -, Year: -  
51338. Place: -, Year: -  
146070. Place: Gdańsk, Year: 1650  
146691. Place: Zamość, Year: -  
111753. Place: -, Year: -  
221003. Place: -, Year: -  
178217. Place: -, Year: -  
84915. Place: Warszawa, Year: -  
137923. Place: -, Year: 1796  
191755. Place: -, Year: -  
106636. Place: -, Year: -  
2830. Place: Kijów, Year: 1874  
65195. Place: -, Year: -  
97417. Place: -, Year: -  
98815. Place: -, Year: -  
45928. Place: -, Year: -  
146354. Place: -, Year: -  
20484. Place: Warszawa, Year: -  
55110. Place: -, Year: -  
60258. Place: -, Year: -  
108368. Place: -, Year: -  
213002. Place: -, Year: 1694  
184994. Place: -, Year: -  
79367. Place: -, Year: -  
196435. Place: -, Year: -  
184820. Place: -, Year: -  
215608. Place: -, Year: 1782  
161638. Place: Warszawa, Year: -  
61079. Place: -, Year: -  
214917. Place: Lwów, Year: 1800  
72809. Place: Kraków, Year: 1804  
188306. Place: Gdańsk, Year: 1681  
44004. Place: Lublin, Year: -  
23744. Place: Warszawa, Year: -  
108456. Place: -, Year: -  
85139. Place: -, Year: 1800  
162745. Place: Elbląg, Year: 1652  
113095. Place: Gdańsk, Year: 1630  
132921. Place: Amsterdam, Year: 1665  
149452. Place: -, Year: -  
132853. Place: Lipsk, Year: 1784  
94844. Place: -, Year: -  
153862. Place: -, Year: -  
33128. Place: Wiedeń, Year: 1876
26234. Place: -, Year: -
62485. Place: Brno, Year: 1866
110108. Place: -, Year: -
128391. Place: Zamość, Year: 1609
92512. Place: -, Year: -
106587. Place: -, Year: -
145162. Place: Kraków, Year: 1714
141259. Place: Supraślu, Year: 1723
197493. Place: Hildesheim, Year: 1622
132216. Place: Sulzbach, Year: 1684
132060. Place: Lwów, Year: 1754
208173. Place: -, Year: -
151806. Place: -, Year: -
47644. Place: Frankfurt, Year: 1600
110734. Place: Florencja, Year: 1650
44800. Place: Warszawa, Year: 1899
2712. Place: Kraków, Year: 1851
47035. Place: Warszawa, Year: 1898
104491. Place: Warszawa, Year: 1846
9200. Place: Warszawa, Year: 1896
189631. Place: -, Year: 1696
25702. Place: Warszawa, Year: 1829
100281. Place: Chicago, Year: 1888
64944. Place: Strasburg, Year: 1875
78986. Place: -, Year: -
3748. Place: -, Year: -
18804. Place: Nowy Jork, Year: 1872
217968. Place: -, Year: -
71912. Place: -, Year: -
2802. Place: Poczajów, Year: 1775
163778. Place: -, Year: -
47694. Place: -, Year: -
76879. Place: Zielona Góra, Year: 1891
46216. Place: -, Year: -
113216. Place: Warszawa, Year: 1869
78681. Place: -, Year: -
21486. Place: Poznań, Year: 1848
113449. Place: Rzym, Year: 1715
25937. Place: -, Year: 1809
207968. Place: Frankfurt, Year: 1621
132851. Place: -, Year: -
22675. Place: -, Year: -
221683. Place: -, Year: -
94115. Place: -, Year: -
20336. Place: -, Year: -
861. Place: -, Year: -
138100. Place: Kraków, Year: 1742
200960. Place: -, Year: -
162912. Place: -, Year: -
103747. Place: Braniewo, Year: 1861
103786. Place: -, Year: -
27996. Place: -, Year: -
78750. Place: Warszawa, Year: 1779
117378. Place: Kraków, Year: 1686
178548. Place: -, Year: -
69940. Place: Kraków, Year: 1889
13193. Place: Warszawa, Year: 1872
85104. Place: Toruń, Year: 1868
179994. Place: Kraków, Year: 1629
100771. Place: Kraków, Year: 1901
90779. Place: Kraków, Year: 1845
128257. Place: -, Year: -
2333. Place: Rzym, Year: 1899
217886. Place: Paryż, Year: 1795
177978. Place: -, Year: -
143721. Place: Warszawa, Year: 1690
161746. Place: -, Year: -
71021. Place: -, Year: -
40129. Place: -, Year: -
169988. Place: Poznań, Year: 1787
189088. Place: Kraków, Year: 1546
65583. Place: Warszawa, Year: 1883
84117. Place: Praga, Year: 1898
6310. Place: Kraków, Year: 1890
31767. Place: -, Year: -
141144. Place: -, Year: -
49764. Place: Lwów, Year: 1856
41142. Place: Poznań, Year: 1901
89850. Place: -, Year: 1674
202200. Place: -, Year: -
201163. Place: -, Year: -
88625. Place: -, Year: 1543
182335. Place: -, Year: -
38186. Place: Warszawa, Year: 1876
205831. Place: -, Year: -
169644. Place: -, Year: -
41754. Place: -, Year: -
183178. Place: Eleutheropoli, Year: 1630
152485. Place: Wilno, Year: 1644
111923. Place: -, Year: -
88580. Place: -, Year: -
39681. Place: -, Year: -
35830. Place: -, Year: -
25539. Place: Montpellier, Year: 1838
88876. Place: -, Year: -
152343. Place: -, Year: -
58089. Place: -, Year: -
16294. Place: Londyn, Year: 1836
3816. Place: Częstochowa, Year: -
61309. Place: Warszawa, Year: 1774
96789. Place: Lwów, Year: 1890
187003. Place: -, Year: -
82947. Place: -, Year: -
83433. Place: Warszawa, Year: 1822
115073. Place: Norymberga, Year: 1792
174430. Place: -, Year: -
189626. Place: -, Year: 1686
59190. Place: Warszawa, Year: 1881
126585. Place: -, Year: -
65201. Place: -, Year: -
46776. Place: -, Year: -
96060. Place: -, Year: -
108202. Place: Rzym, Year: 1738
212644. Place: -, Year: 1796
50840. Place: Monachium, Year: 1889
73574. Place: -, Year: -
130889. Place: -, Year: -
61796. Place: -, Year: -
48494. Place: -, Year: -
84144. Place: Lwów, Year: 1889
681. Place: Elbląg, Year: 1634
109528. Place: -, Year: 1710
107106. Place: Poznań, Year: 1877
103899. Place: Gródek, Year: 1893
114334. Place: Poznań, Year: 1751
156077. Place: Frankfurt nad Odrą, Year: 1683
77513. Place: -, Year: -
48356. Place: Kalisz, Year: 1808
73993. Place: Wilno, Year: 1833
172651. Place: -, Year: -
109109. Place: Kraków, Year: 1765
71371. Place: -, Year: -
177295. Place: -, Year: 1793
175992. Place: -, Year: 1772
13839. Place: -, Year: -
56122. Place: -, Year: -
174385. Place: -, Year: -
36235. Place: Kraków, Year: 1896
153307. Place: -, Year: -
112596. Place: Genua, Year: -
36649. Place: Lwów, Year: 1858
78599. Place: Poznań, Year: 1891
204927. Place: -, Year: -
223167. Place: -, Year: -
116266. Place: Bruksela, Year: 1684
182927. Place: -, Year: 1775
208854. Place: -, Year: 1678
24143. Place: -, Year: -
198495. Place: -, Year: -
170638. Place: -, Year: -

46645. Place: -, Year: -
154357. Place: Wenecja, Year: 1564
114826. Place: -, Year: 1605
83250. Place: Warszawa, Year: 1880
155900. Place: Bolonia, Year: 1729
29810. Place: -, Year: -
80881. Place: -, Year: -
217191. Place: Gdańsk, Year: 1624
67792. Place: -, Year: -
58422. Place: Poznań, Year: 1890
167555. Place: -, Year: -
156734. Place: -, Year: -
48462. Place: Królewiec, Year: 1744
72283. Place: -, Year: -
23024. Place: -, Year: -
110993. Place: Warszawa, Year: 1900
158305. Place: -, Year: -
46841. Place: -, Year: -
